LENSID,NIMG,IMG,ID,Parity,ZLENS,ZSRC,VELDISP,ELLIP,PHIE,KAPPA,GAMMA,S,DELAY,MAGI_IN,r0_r,RE_micro,weighted-score
24346641,2,B,24346641_B,Saddle,0.912,1.38,272.2701,0.3490693,-30.2127,2.0,2.05,0.3,142.446,19.23,21.7063121346344,163.65969555806694,0.17812950071749833
815520,2,A,815520_A,Saddle,0.25,2.06,213.7962,0.2107128,100.5767,0.94,0.97,0.6,15.854,21.51,10.017435508203338,411.8686689335676,0.17799179794465192
1290240,2,A,1290240_A,Saddle,0.294,1.14,254.683,0.350484,-100.7281,1.23,1.25,0.5,61.331,19.17,20.17170592180778,347.38102048167883,0.17797613293661763
14780133,2,A,14780133_A,Minimum,0.74,2.54,215.7744,0.2213588,-37.42395,0.38,0.4,0.8,0.0,20.67,15.236312351514401,240.85344484123934,0.17792234110037403
9594362,2,A,9594362_A,Saddle,0.622,3.16,238.7811,0.181216,-56.18602,0.93,0.95,0.6,82.044,21.07,13.723834278068455,255.67943720651033,0.1778495990371647
18395101,2,B,18395101_B,Minimum,0.81,1.99,233.8837,0.1835062,-87.81033,0.35,0.37,0.9,0.0,19.95,18.87666451461482,222.95195159790364,0.1776556190463915
180815,2,B,180815_B,Minimum,0.148,1.84,185.3532,0.3160502,-152.0115,0.36,0.26,0.8,0.0,21.09,11.41297062213683,532.1932406547403,0.1774435790333335
3883741,2,A,3883741_A,Saddle,0.44,1.66,234.9633,0.4095447,-73.16502,0.86,0.83,0.6,88.774,21.93,7.717996754944575,306.6190743971434,0.1773032899704881
30587458,2,B,30587458_B,Minimum,1.008,2.26,219.2805,0.2991492,89.69125,0.36,0.42,0.8,0.0,19.95,19.765508376762575,199.1932589892893,0.17729234791383558
1520229,2,A,1520229_A,Saddle,0.312,1.6,247.1724,0.2862205,-121.0176,1.06,1.04,0.5,73.518,20.59,13.234026897232303,365.33824199841325,0.1772188903937025
8219458,2,A,8219458_A,Saddle,0.586,1.83,174.5822,0.4655682,133.0751,1.09,0.96,0.5,17.849,19.11,25.87277202917105,266.07403279169046,0.17714174389268064
3607794,2,A,3607794_A,Saddle,0.428,1.16,256.4484,0.2909777,149.6439,1.07,1.09,0.5,99.956,19.67,16.55034794729333,278.66568946541634,0.17712763150609037
9507559,2,B,9507559_B,Minimum,0.62,1.98,225.4239,0.3477369,157.5604,0.35,0.38,0.9,0.0,19.95,18.840483020890318,260.9090154181464,0.17697378460523036
14775075,4,B,14775075_B,Minimum,0.74,3.08,203.7042,0.4540013,-30.78881,0.38,0.35,0.8,0.0,22.47,7.632039248968579,237.16816739832106,0.17696471588474574
82836602,2,A,82836602_A,Minimum,1.63,3.78,290.4023,0.3229539,21.60365,0.37,0.41,0.9,0.0,21.11,14.061985697971465,156.08260565255762,0.17690520911086915
20294178,2,B,20294178_B,Minimum,0.844,2.45,243.2204,0.4820899,7.09352,0.36,0.4,0.9,0.0,20.91,13.637662923780809,224.3913602339257,0.17679950912912695
14691385,2,B,14691385_B,Minimum,0.738,1.46,236.0478,0.3943573,-23.55535,0.38,0.33,0.8,0.0,20.85,11.39473559942265,211.00927089242973,0.17679283541979474
22387896,4,B,22387896_B,Saddle,0.88,2.49,211.3489,0.3377952,177.4481,0.83,0.86,0.6,22.19,21.27,11.808020756770018,219.45737880204604,0.17671627558958466
51833133,2,A,51833133_A,Saddle,1.286,3.5,321.3661,0.1934252,144.2403,0.86,0.86,0.7,121.309,21.75,10.608187835212105,178.4280253803318,0.17634000141727926
30999753,2,B,30999753_B,Saddle,1.014,2.63,252.9298,0.5352,-87.97946,1.01,1.02,0.6,206.322,19.45,25.53278056985018,203.21300169716864,0.17625021637643976
690167,4,C,690167_C,Minimum,0.236,0.89,183.2314,0.3896116,-162.8528,0.34,0.34,0.9,0.0,22.45,4.494868246584614,355.5945801069191,0.1760570680606478
786927,2,B,786927_B,Saddle,0.248,3.25,140.9289,0.3387237,-119.3828,1.05,1.03,0.4,8.799,20.55,17.14331553408632,383.16463258748956,0.17603931149571764
11304493,2,A,11304493_A,Saddle,0.664,2.73,229.0868,0.3635835,33.12799,0.84,0.87,0.6,49.595,21.77,9.869293105665037,253.2037667734288,0.17598273823947955
14303170,2,B,14303170_B,Saddle,0.73,1.59,297.1666,0.2033917,61.59457,0.98,0.95,0.6,192.319,19.81,18.23394186239275,222.00770937134803,0.17593420801196266
5867881,4,B,5867881_B,Saddle,0.514,2.55,257.6321,0.5660807,-42.36316,0.83,0.79,0.6,53.104,21.89,9.20043478929735,287.8874459110867,0.17580481023800387
4157986,2,A,4157986_A,Saddle,0.452,2.05,180.3018,0.2701882,48.01433,0.83,0.81,0.6,19.26,22.03,8.060705198165582,308.70644913606895,0.17569845665749
3793356,4,D,3793356_D,Saddle,0.436,1.18,302.6913,0.2874933,-57.47785,0.75,0.85,0.7,31.256,21.93,6.545864931830997,277.48741999860357,0.17563519100839087
4624183,2,B,4624183_B,Saddle,0.47,1.44,218.7762,0.4549177,45.79582,1.07,1.08,0.5,41.084,19.15,22.90196857503356,285.59466944886054,0.17553369512570602
11571135,2,B,11571135_B,Saddle,0.67,3.84,310.456,0.2164616,-108.0855,0.86,0.83,0.7,147.768,22.43,8.16288437778136,236.2138825125337,0.17544349620119734
38482487,2,A,38482487_A,Saddle,1.118,2.02,248.3133,0.3156596,21.88035,0.91,0.84,0.6,93.617,21.55,9.7809512456422,176.7595769102242,0.1754287080642154
16377947,2,B,16377947_B,Saddle,0.772,3.93,202.7683,0.2575878,93.84908,0.9,0.86,0.6,34.437,21.69,11.14427254116441,220.9485143474178,0.17538709122453472
1265316,2,B,1265316_B,Minimum,0.292,1.3,262.4219,0.2454896,-174.691,0.35,0.38,0.9,0.0,20.09,14.754894608180509,363.14210985063795,0.17527186555244
10045709,4,B,10045709_B,Minimum,0.634,1.85,185.7804,0.4487286,127.641,0.33,0.37,0.9,0.0,21.53,9.531154432492418,254.79264152964612,0.1751692837217935
15779990,2,B,15779990_B,Saddle,0.76,1.62,214.783,0.2649574,165.596,1.09,1.11,0.5,63.92,19.51,20.81985045938204,217.28444037450294,0.17514955508298977
4526241,2,B,4526241_B,Saddle,0.466,2.74,217.771,0.2746795,-135.2106,0.96,0.98,0.6,60.388,21.05,13.315155035514666,298.78756500368206,0.17513805564378246
994045,2,A,994045_A,Saddle,0.268,1.62,242.661,0.2163969,-82.24232,0.83,0.82,0.6,51.109,22.23,6.743379569649841,395.2644518642517,0.17509786649181827
21918447,2,A,21918447_A,Saddle,0.872,2.02,285.7591,0.2501904,57.80021,0.82,0.82,0.7,73.835,22.01,8.083158486921775,213.29599464913693,0.1750976316951895
3115623,4,C,3115623_C,Saddle,0.406,3.12,179.4734,0.05772881,88.35675,0.87,0.8,0.6,2.056,22.67,7.0481714439262975,310.26234491397065,0.17505633229583145
3089362,4,B,3089362_B,Saddle,0.404,1.21,239.8833,0.05378148,-48.45155,0.91,0.94,0.6,0.14,22.53,5.172723998391053,294.4041825353442,0.17505301510201368
42293499,2,A,42293499_A,Saddle,1.168,2.87,257.6321,0.2732105,128.339,0.76,0.83,0.7,72.345,22.15,8.551520181656912,188.24528864484,0.17505020907967986
6093105,2,A,6093105_A,Saddle,0.522,2.0,195.8845,0.3288337,23.99127,0.88,0.94,0.6,40.816,21.45,10.156664701407687,286.45149855666665,0.1750319461558027
176275,2,B,176275_B,Saddle,0.146,3.13,242.1029,0.1453292,75.59628,1.11,1.12,0.5,30.349,21.11,13.465721153862704,494.4828959699907,0.1750140483343742
6999333,2,A,6999333_A,Saddle,0.55,1.33,261.2161,0.379475,-168.1072,1.01,0.99,0.6,146.17,21.15,9.618277844290539,250.73638800980456,0.174951320413403
20641918,2,B,20641918_B,Saddle,0.85,1.83,252.3481,0.3277643,-78.95019,1.21,1.15,0.5,98.624,19.45,22.47206393815087,210.34873410905666,0.17488802498415373
11544009,2,A,11544009_A,Minimum,0.67,2.19,180.7174,0.3241355,168.2501,0.33,0.4,0.9,0.0,21.63,9.744406651820613,252.64066013639086,0.17483596601821713
8302939,2,B,8302939_B,Minimum,0.588,2.03,210.8628,0.370578,-48.59603,0.35,0.38,0.9,0.0,20.59,14.587651924758092,269.3053476709023,0.17470973411370078
1789189,2,B,1789189_B,Minimum,0.332,2.04,154.8817,0.3245299,176.0065,0.36,0.38,0.8,0.0,21.47,10.14805186973529,359.33496236265154,0.17464045286463598
5447138,2,A,5447138_A,Saddle,0.5,3.12,218.7762,0.1493037,132.4926,0.94,0.92,0.6,51.216,22.03,9.189173671171673,282.70188809091366,0.17441039097537483
331258,2,B,331258_B,Saddle,0.182,1.31,236.0478,0.2783897,-46.66679,0.89,0.86,0.6,25.631,20.95,10.370736862297287,465.82589436387457,0.17436624536528467
7332243,2,A,7332243_A,Saddle,0.56,1.61,247.1724,0.2887222,3.596671,1.03,0.97,0.6,136.501,21.33,9.765420870545485,265.5162575194031,0.17435043330545377
23946697,2,B,23946697_B,Saddle,0.906,2.66,206.538,0.2085397,74.14134,0.97,0.98,0.5,54.597,19.89,21.348676684894475,216.5667592767387,0.17432719377387113
2082116,2,A,2082116_A,Saddle,0.35,1.82,209.894,0.07215501,-175.7926,1.21,1.12,0.5,40.075,19.49,22.053533039741357,349.05448861255945,0.1742998354358584
5617999,4,B,5617999_B,Saddle,0.506,2.25,187.9317,0.1960043,141.1479,0.81,0.84,0.6,11.652,22.13,7.99549959352412,292.0216735992538,0.1742468153086296
4739762,2,A,4739762_A,Saddle,0.474,3.31,291.7427,0.3458671,-21.20542,0.99,1.01,0.6,115.822,21.53,11.471337920647255,285.56946247502196,0.1741962962022681
2885821,2,A,2885821_A,Saddle,0.394,2.55,252.3481,0.1254592,-75.8741,1.01,0.99,0.6,69.878,21.09,12.81764831676423,326.1305922816029,0.17398436052147584
4725049,2,B,4725049_B,Saddle,0.474,3.75,198.6095,0.003631705,42.84979,0.85,0.8,0.6,0.0,22.75,7.114262655173728,275.7801788388025,0.17393568955544045
14396477,4,A,14396477_A,Saddle,0.732,2.72,226.9865,0.6975988,-111.4171,0.88,0.85,0.6,25.231,20.83,14.555347575475388,241.53809243998643,0.17393508173560035
38792255,2,B,38792255_B,Saddle,1.122,1.98,330.3695,0.4247981,20.23426,1.09,1.09,0.6,421.668,21.33,10.633886798367486,174.33779057779057,0.1738396994267448
3122360,2,B,3122360_B,Saddle,0.406,2.2,207.0141,0.3116923,-31.54805,1.09,1.06,0.5,57.26,20.77,13.939629012104847,325.36426649789513,0.17382573753269598
15561000,2,B,15561000_B,Saddle,0.756,3.1,198.6095,0.2982499,-146.1568,0.85,0.88,0.6,23.038,21.71,10.475221493392542,234.59510520476735,0.17380591117039487
2466055,2,A,2466055_A,Saddle,0.372,0.7,221.8196,0.3618534,88.69941,1.51,1.47,0.4,33.151,19.43,13.499612026236766,218.01997043590754,0.17367600826566465
496941,4,C,496941_C,Saddle,0.21,2.65,219.2805,0.1383089,78.70923,0.83,0.84,0.6,5.062,23.19,5.4310471792934925,434.0422565649463,0.173671514388878
26090599,2,A,26090599_A,Minimum,0.94,2.65,241.5461,0.2044283,-123.4757,0.38,0.4,0.8,0.0,20.53,16.356243805568475,212.2253834192303,0.17361869481480172
12719143,2,B,12719143_B,Saddle,0.696,2.0,239.8833,0.2388368,68.07118,0.81,0.89,0.6,64.916,22.19,7.473965958884312,244.71410193065987,0.17360567563709534
38636177,2,A,38636177_A,Saddle,1.12,2.12,260.016,0.3126675,36.29966,0.98,1.04,0.6,119.171,20.57,14.945776657485194,180.51799713854285,0.17360365427905844
92919656,4,A,92919656_A,Minimum,1.734,3.7,232.8091,0.3065656,129.6788,0.4,0.37,0.8,0.0,21.15,13.769155394001247,150.22418768194535,0.17349242480196925
63398957,2,A,63398957_A,Minimum,1.42,3.0,287.0781,0.290645,-53.30741,0.39,0.32,0.9,0.0,20.55,16.79782384010851,167.2787355887658,0.1734758865304867
17427327,2,B,17427327_B,Saddle,0.792,1.69,205.1162,0.3516579,-8.719336,0.8,0.82,0.6,43.633,22.19,6.983192627993903,214.62127780543977,0.1734572748830067
15594287,2,A,15594287_A,Saddle,0.756,1.86,291.0717,0.3571255,0.579679,0.96,0.88,0.6,129.247,21.17,11.08877318655438,229.03564210031652,0.17342007870212692
11310844,2,A,11310844_A,Saddle,0.664,1.64,268.5344,0.2929997,-35.99043,0.85,0.91,0.6,80.967,19.49,21.106424412583774,239.88423485828378,0.17341233766639502
340718,2,B,340718_B,Minimum,0.184,1.62,212.3244,0.1651733,48.83453,0.36,0.26,0.9,0.0,20.39,14.456980852554342,476.6313361113956,0.17335361060288357
12875848,4,A,12875848_A,Minimum,0.7,2.78,187.0682,0.4037407,6.882398,0.41,0.33,0.8,10.06,21.03,13.482012043276185,246.4452660468326,0.1733077498391191
20394893,2,A,20394893_A,Saddle,0.846,2.3,215.7744,0.171898,82.35304,0.97,0.93,0.6,35.314,22.15,7.9892234741299255,222.82012410505428,0.17315428169606403
2643860,2,A,2643860_A,Saddle,0.382,0.86,186.638,0.2111714,19.78758,1.68,1.64,0.3,30.097,19.13,17.428090863761177,253.36321413831413,0.17310307652059878
670297,2,B,670297_B,Minimum,0.234,1.47,155.2387,0.3009933,177.1436,0.35,0.32,0.8,0.0,19.71,18.33566263086791,418.1180580705302,0.1730247778107014
15276435,2,A,15276435_A,Saddle,0.75,1.62,261.8183,0.4747175,-152.2755,1.01,0.95,0.6,220.944,21.13,10.638431604939944,219.4221067124816,0.17299720517119885
9048215,4,C,9048215_C,Saddle,0.608,2.75,242.1029,0.498631,-173.5277,0.94,0.94,0.6,54.639,21.15,12.788015476588086,263.8647669915413,0.17294719266834835
27380188,2,A,27380188_A,Saddle,0.96,2.49,211.3489,0.3701638,126.8532,0.94,0.9,0.6,90.83,21.55,10.514221160414845,208.77417408860168,0.17283052484327974
2617432,2,A,2617432_A,Saddle,0.38,1.6,287.0781,0.3797191,-150.0122,1.09,1.08,0.6,238.692,20.19,15.62039503957333,329.63824656606914,0.1728073101754041
26595045,4,A,26595045_A,Saddle,0.948,2.73,199.0673,0.1301274,-23.36586,0.76,0.8,0.6,0.915,22.57,7.084122250130179,211.40852476228892,0.17266940160969022
429289,2,A,429289_A,Saddle,0.2,1.58,152.7566,0.457492,49.25066,1.05,1.06,0.5,8.156,20.61,13.051380061986384,456.40552049132856,0.17256200180458606
4687397,2,B,4687397_B,Saddle,0.472,2.15,314.7748,0.1420515,140.7309,1.47,1.48,0.5,250.403,18.29,38.64679404012844,302.3331605194948,0.1725363901239095
796927,2,A,796927_A,Saddle,0.248,2.67,197.2423,0.1851002,-107.9638,0.94,0.99,0.5,9.814,21.51,10.920809383623993,401.190949482431,0.17242521854743134
7804237,2,A,7804237_A,Saddle,0.574,3.91,214.783,0.1728212,175.0899,0.79,0.84,0.6,30.593,22.53,7.859850197314217,250.8681914423167,0.17232710123184322
57767193,4,B,57767193_B,Saddle,1.356,4.1,259.4179,0.09181128,28.24222,0.76,0.77,0.7,0.0,24.45,3.579146387675399,170.54930611830986,0.17219294302915644
12704679,2,A,12704679_A,Minimum,0.696,2.73,202.7683,0.3286195,43.04675,0.38,0.36,0.8,0.0,21.41,11.45739925470726,247.50797278570306,0.17213904144526163
13078834,2,A,13078834_A,Saddle,0.704,3.03,281.8383,0.3482414,140.103,1.03,1.01,0.6,137.849,20.39,17.996661295717992,243.3130033008433,0.1721002506374472
6159168,2,A,6159168_A,Saddle,0.524,1.2,197.2423,0.3216923,-40.22332,1.39,1.35,0.4,46.764,19.75,16.301451430307363,246.54937070772053,0.1720805942907585
8678636,2,B,8678636_B,Saddle,0.598,1.65,220.2926,0.2180869,121.8058,0.91,0.97,0.6,32.109,22.03,7.385253992405557,256.84222199462073,0.17206751504662593
38781555,2,B,38781555_B,Saddle,1.122,2.61,230.1442,0.4659605,-176.5788,0.85,0.83,0.6,84.041,20.91,13.909071985656073,190.96690114811804,0.17205734057534414
136172,2,B,136172_B,Saddle,0.134,2.03,191.8669,0.2253561,-151.9593,1.12,1.1,0.5,18.239,20.61,14.467230205050617,556.1972675621406,0.17205346669786814
13926240,2,A,13926240_A,Saddle,0.722,3.07,263.0268,0.5218586,128.5316,0.83,0.85,0.6,180.678,21.57,11.073265643330451,240.01495518535586,0.1720005751253771
2805544,2,A,2805544_A,Saddle,0.39,1.41,282.488,0.4765249,51.93179,0.95,0.99,0.6,187.959,20.61,12.37955471249962,316.26005722251637,0.17183701554856431
5565273,2,A,5565273_A,Saddle,0.504,1.36,210.3778,0.5548648,-127.0503,1.09,1.04,0.5,40.706,20.99,10.391676607168021,268.2072097146674,0.17173914483230585
12339868,2,B,12339868_B,Saddle,0.688,1.93,185.3532,0.2353746,79.47347,0.97,0.93,0.5,38.49,21.83,8.558785113523312,244.83029704809013,0.17164849567361787
4902218,2,B,4902218_B,Saddle,0.48,1.73,327.3407,0.3112529,-114.8168,0.96,0.99,0.6,280.353,21.13,10.943772781044302,294.4790099338935,0.1716070856435719
54849835,4,A,54849835_A,Minimum,1.322,2.8,230.6747,0.4053002,-14.64179,0.39,0.35,0.8,10.777,22.61,7.018431004425634,173.50717463002542,0.17157384902660708
2614711,2,A,2614711_A,Saddle,0.38,1.41,251.7677,0.2858539,-1.447288,1.3,1.25,0.5,80.565,19.31,21.21802826318912,320.90345561946543,0.17155085777217705
7809419,2,B,7809419_B,Saddle,0.574,1.38,220.2926,0.4505319,-103.1864,0.95,0.95,0.6,62.005,21.63,8.027605906494149,247.5087625585071,0.1714840099445071
263701,2,A,263701_A,Saddle,0.168,1.27,242.661,0.03020416,-62.46303,0.84,0.81,0.6,0.0,22.63,5.088535079708291,482.2196740331965,0.17147295207610092
1537990,2,B,1537990_B,Saddle,0.314,2.57,158.8547,0.2049671,46.45747,0.97,0.93,0.5,7.424,22.25,7.944262345668609,361.9744536988785,0.17136672003400522
11384114,2,A,11384114_A,Saddle,0.666,2.98,221.3095,0.1713539,-176.7232,0.8,0.79,0.6,31.881,23.05,5.949507061563589,250.2668370642381,0.17136349924835884
7809581,2,B,7809581_B,Saddle,0.574,3.15,222.8435,0.4280918,-162.0955,0.85,0.86,0.6,107.377,21.45,11.714644135637942,265.24183804833615,0.17131787149829578
38327355,2,A,38327355_A,Saddle,1.116,2.61,228.0342,0.1250856,-108.3352,0.9,0.87,0.6,29.142,22.39,7.531789171094992,191.61377166901056,0.17128397189901615
15167847,2,A,15167847_A,Saddle,0.748,3.61,212.3244,0.2880076,79.15574,0.92,0.93,0.6,84.877,21.17,13.58359127441689,228.94215322061257,0.17128295208223873
36095259,2,B,36095259_B,Saddle,1.086,3.64,203.7042,0.3139498,-2.910808,0.79,0.79,0.6,58.391,22.27,8.625660294674736,193.1900275965459,0.17126129931671302
21445748,2,B,21445748_B,Saddle,0.864,2.04,230.1442,0.1861577,-179.3991,0.93,0.9,0.6,35.002,22.35,7.046649631692192,215.15194027600035,0.17109751135417214
5284328,2,A,5284328_A,Saddle,0.494,2.13,220.2926,0.2366489,108.5154,0.96,0.94,0.6,41.214,22.13,7.842532797711333,295.5011932709409,0.17105198374403188
9993311,2,A,9993311_A,Saddle,0.632,3.63,254.683,0.3133324,65.49545,0.88,0.91,0.6,154.647,20.91,15.147279182966088,245.9834669365321,0.17099741403363694
4573411,4,B,4573411_B,Saddle,0.468,2.34,211.8361,0.04617293,-82.59293,1.0,1.01,0.5,11.036,20.23,17.808166064613395,302.9634579392555,0.17094793971818006
36261587,4,D,36261587_D,Saddle,1.088,2.33,248.3133,0.1101374,150.9434,0.81,0.85,0.6,15.398,22.95,5.759675642613217,190.49750700630688,0.17094238514820742
300685,2,A,300685_A,Saddle,0.176,1.82,266.0725,0.3876542,55.96326,0.99,0.98,0.6,35.682,21.51,9.547247354410956,489.2396359204469,0.17078813849155386
2081599,2,A,2081599_A,Saddle,0.35,2.15,209.4112,0.2902162,108.9433,0.83,0.79,0.6,31.249,22.07,8.067026297301705,349.8112050296665,0.170760128277285
29913993,2,A,29913993_A,Minimum,0.998,1.94,272.8978,0.2474941,-89.85027,0.38,0.32,0.9,0.0,19.71,20.64826652571633,190.66816199557627,0.17069835958479326
5378640,2,B,5378640_B,Saddle,0.498,3.1,169.4338,0.09686158,-53.16226,0.91,0.9,0.5,4.124,21.09,13.544507395995351,283.5923725975551,0.1706514779866341
14873067,2,B,14873067_B,Saddle,0.742,2.28,215.2782,0.2675358,-53.47525,1.0,1.02,0.5,39.046,19.15,27.61955975867604,239.72201391764264,0.17057214859635997
2290416,2,A,2290416_A,Saddle,0.362,2.34,237.1374,0.3074608,15.43594,1.16,1.17,0.5,93.994,19.87,20.67374698592005,342.43776597178726,0.17057036955450222
31261717,2,B,31261717_B,Saddle,1.018,2.81,198.6095,0.4300934,-179.4112,0.85,0.85,0.6,63.058,21.47,11.268810385947043,203.4292792195972,0.1705229880907599
18939985,2,A,18939985_A,Saddle,0.82,2.9,217.771,0.2360064,18.2876,0.88,0.87,0.6,52.892,22.37,7.828646978109225,227.34699111102225,0.17046886355351773
458890,2,B,458890_B,Saddle,0.204,1.43,296.4831,0.5010447,-84.99861,1.12,1.09,0.6,92.016,20.65,12.258384210871021,446.37559253579485,0.17044281664180555
1189383,2,B,1189383_B,Minimum,0.286,1.03,234.4229,0.3294109,-177.1809,0.37,0.33,0.8,0.0,21.09,8.604429097678564,339.25190443205724,0.17039944399206908
15382706,2,A,15382706_A,Minimum,0.752,2.39,254.683,0.2529859,-154.5369,0.36,0.35,0.9,0.0,21.59,10.20593009894334,238.63210742515702,0.17028708085936983
5117166,2,B,5117166_B,Saddle,0.488,1.5,269.1535,0.1447961,138.915,0.98,1.03,0.6,77.901,20.61,12.746271031146966,282.66208699020774,0.1701757367086916
24935492,4,D,24935492_D,Saddle,0.922,3.01,198.6095,0.3475817,-147.7101,0.83,0.87,0.6,17.552,21.11,13.330154761723144,213.87781220799965,0.1701082581477098
42308857,2,A,42308857_A,Saddle,1.168,3.17,302.6913,0.4741203,173.4908,0.91,0.93,0.6,456.254,19.99,21.489168154983716,188.66588403928017,0.17010727154949717
3601082,2,A,3601082_A,Saddle,0.428,1.34,197.697,0.2063683,-19.17679,0.84,0.77,0.6,13.78,22.47,5.586144863593482,295.13872875370566,0.170064120044039
11044746,2,A,11044746_A,Minimum,0.658,2.96,207.4914,0.2047827,53.47057,0.38,0.4,0.8,0.0,20.45,17.446106739061698,251.91800604853384,0.17005838546255592
10563074,2,A,10563074_A,Saddle,0.646,2.36,284.4461,0.2506585,-158.3415,0.99,0.95,0.6,254.064,20.65,15.005376211254436,258.2666353766031,0.17004378035701037
571283,2,A,571283_A,Saddle,0.22,1.61,280.5434,0.1347335,-16.39433,0.92,0.88,0.6,49.946,22.55,5.889670046831097,436.02320805693034,0.1700017374838449
21441536,2,A,21441536_A,Saddle,0.864,2.26,242.661,0.5655378,-167.5027,0.82,0.85,0.6,150.431,21.45,10.614706469744094,219.56133909157143,0.16996840085714826
4176798,2,B,4176798_B,Saddle,0.452,2.13,269.1535,0.3092084,-99.42195,1.02,1.0,0.6,142.58,21.25,11.294222613727824,308.8850881136937,0.16984510858134363
9804487,2,B,9804487_B,Saddle,0.628,1.94,183.6538,0.2993992,129.4627,0.86,0.81,0.6,28.709,21.85,8.505181725966471,258.3037876187895,0.1697866049422946
12539902,2,A,12539902_A,Saddle,0.692,3.7,280.5434,0.5095843,-107.0425,0.91,0.93,0.6,188.72,20.33,19.342263761238723,235.35472042897183,0.16953138473185897
23243725,2,A,23243725_A,Saddle,0.894,2.86,257.0396,0.02748739,-133.8756,0.92,0.89,0.6,0.0,20.67,15.776953285965162,217.89121061366185,0.1695032034034983
1122610,2,B,1122610_B,Saddle,0.28,2.54,221.8196,0.254358,-134.8275,0.78,0.82,0.6,22.017,21.81,9.499043299416991,382.42974808630976,0.16938274561484865
153157,2,A,153157_A,Saddle,0.14,1.1,157.3983,0.3139264,-135.7568,1.14,1.2,0.4,8.545,19.27,18.979428712885852,511.42058144355633,0.16936644361600703
1311739,2,B,1311739_B,Saddle,0.296,1.92,260.016,0.3093089,-173.8161,0.91,0.94,0.6,54.718,20.95,12.3007814698195,380.0072282661018,0.16922858843923838
7792083,2,B,7792083_B,Saddle,0.574,1.83,188.3649,0.1833065,60.82059,0.85,0.84,0.6,17.086,22.89,5.400611810819188,269.2059259088295,0.16913368169832177
20628782,4,B,20628782_B,Minimum,0.85,1.75,231.2065,0.3906074,122.9662,0.36,0.33,0.9,0.0,22.19,7.086973148150284,206.59875365500744,0.16913256938510432
19944994,2,B,19944994_B,Saddle,0.838,2.09,207.4914,0.1286495,177.2345,0.94,0.84,0.6,26.877,22.83,5.827293171683543,220.62949270439853,0.16912263726802151
12903443,2,A,12903443_A,Saddle,0.7,1.43,255.2701,0.1615149,71.80995,0.95,0.93,0.6,40.717,22.37,6.009429286954439,217.64220482915744,0.16905528574180448
15453844,4,A,15453844_A,Minimum,0.754,2.24,177.4189,0.5133553,2.93674,0.36,0.4,0.8,7.574,22.37,7.2273286974507345,237.2498561161556,0.16889503805935194
44337397,4,A,44337397_A,Minimum,1.194,3.03,248.3133,0.5186517,127.3085,0.38,0.36,0.8,6.407,22.51,7.474668613367826,186.3482911735403,0.16889293497567345
7060562,2,A,7060562_A,Saddle,0.552,1.06,219.2805,0.3020189,84.11667,2.17,2.14,0.2,65.587,18.21,28.850460762288687,218.38080921155256,0.1688032723853515
9196687,2,B,9196687_B,Saddle,0.612,1.43,210.3778,0.1230102,62.87673,1.01,1.02,0.5,32.064,21.07,10.29990524033072,240.45808333015162,0.1687915400019282
29917372,2,B,29917372_B,Saddle,0.998,2.1,270.3958,0.4134709,159.4008,0.89,0.92,0.6,193.027,21.57,9.84065091189185,196.4944991660714,0.1686857297715891
7733614,2,A,7733614_A,Saddle,0.572,2.83,209.4112,0.331613,-80.41173,0.78,0.81,0.6,46.79,20.91,14.241149220308563,270.5378700581153,0.1684732224007213
3247078,2,B,3247078_B,Saddle,0.412,1.45,179.0606,0.4076774,-8.709519,1.02,1.07,0.5,28.142,20.51,13.07664710794139,308.8718144871186,0.16826329593931444
37133489,2,A,37133489_A,Saddle,1.1,2.13,235.5049,0.2268928,76.25473,0.84,0.81,0.6,55.377,22.45,6.868412083641477,183.50374825868823,0.16826218676895377
4170746,2,A,4170746_A,Saddle,0.452,1.8,220.2926,0.2713227,-41.40097,0.92,0.87,0.6,36.553,21.31,10.325734707444823,305.8090742722958,0.16825243826603575
5227527,2,A,5227527_A,Saddle,0.492,3.01,300.6076,0.3308122,-65.0815,0.87,0.86,0.6,111.438,21.17,13.00274937064946,286.83761826036454,0.16818307121707696
83626,2,A,83626_A,Saddle,0.114,0.66,159.5879,0.04546955,-109.9731,1.6,1.59,0.3,4.705,19.09,14.945478019468244,462.6437727241929,0.16818275542353417
31133059,2,B,31133059_B,Saddle,1.016,2.47,236.0478,0.1483655,151.3481,0.83,0.83,0.6,23.747,21.11,12.585401085876557,201.56012933604032,0.16814662169158376
2047964,4,A,2047964_A,Saddle,0.348,1.47,203.7042,0.2833857,-76.45918,0.83,0.85,0.6,10.763,21.51,8.695541047124868,340.04496610245644,0.16811966045332954
21550363,2,B,21550363_B,Saddle,0.866,2.72,204.6445,0.5881731,-64.08853,0.82,0.82,0.6,85.732,20.95,13.849132828969122,221.8324988192055,0.1681000589385934
16386429,2,A,16386429_A,Saddle,0.772,2.54,228.5599,0.2195888,148.0859,0.78,0.83,0.6,34.462,22.63,6.7620731936313385,235.6423908488178,0.16793977508071561
1262247,2,B,1262247_B,Saddle,0.292,1.35,212.8139,0.2711617,168.2437,0.94,0.93,0.6,44.965,21.97,6.897761742465126,366.5736861574996,0.16793277011847715
