LENSID,NIMG,IMG,ID,Parity,ZLENS,ZSRC,VELDISP,ELLIP,PHIE,KAPPA,GAMMA,S,DELAY,MAGI_IN,r0_r,RE_micro,weighted-score
12633156,4,C,12633156_C,Saddle,0.694,3.09,240.9905,0.2161196,5.902727,0.64,0.67,0.7,3.552,22.89,6.418049863661678,244.20170655329414,0.3006141902355342
145724483,2,A,145724483_A,Saddle,2.25,3.64,282.488,0.4799581,-137.3922,0.7,0.72,0.7,201.479,21.75,10.700211210752775,122.32699712130504,0.3004843084087522
11746999,2,A,11746999_A,Saddle,0.674,1.63,331.1311,0.2172304,2.220998,0.82,0.79,0.7,108.781,20.67,12.907796631701812,237.02057580903966,0.30036466638071324
995603,4,A,995603_A,Saddle,0.268,1.34,254.683,0.3474812,-54.15009,0.61,0.67,0.7,14.735,23.03,4.429066427543776,383.0144364748579,0.30036421399660806
3045260,4,B,3045260_B,Saddle,0.402,2.51,277.332,0.4668035,-139.6696,0.63,0.67,0.7,32.052,22.51,7.080606271453541,323.6985593424837,0.3002421115470585
18189154,2,B,18189154_B,Saddle,0.806,1.93,309.7419,0.03344787,60.21752,0.78,0.75,0.7,0.0,21.27,10.794738413309997,221.9194838508826,0.2998661945711506
2724350,4,D,2724350_D,Saddle,0.386,1.28,204.1738,0.4736407,-19.93779,0.72,0.68,0.7,31.95,21.87,7.000483771216406,308.972269975973,0.29921289235423815
136906372,2,B,136906372_B,Minimum,2.166,4.58,266.6859,0.1559969,-7.697779,0.44,0.42,0.8,0.0,21.07,14.809945916200496,131.60742149836076,0.29911828853714256
5617999,4,C,5617999_C,Saddle,0.506,2.25,187.9317,0.1960043,141.1479,0.68,0.69,0.7,9.09,22.13,7.99549959352412,292.0216735992538,0.29901584816639065
39376111,2,B,39376111_B,Saddle,1.13,2.8,273.5269,0.3762728,136.5153,0.73,0.67,0.7,204.126,20.95,13.964970894225782,191.62452267502334,0.29898796847516274
45290180,4,C,45290180_C,Saddle,1.206,3.46,262.4219,0.3607372,50.01519,0.68,0.68,0.7,48.883,20.99,14.498073619506208,184.64154335177486,0.2989104918047989
5166647,4,B,5166647_B,Minimum,0.49,1.57,206.063,0.4528865,-178.2561,0.36,0.44,0.8,0.064,22.35,6.327314697470182,285.4073551435613,0.2988202851451459
1386661,4,D,1386661_D,Saddle,0.302,2.03,218.7762,0.4125706,-34.60421,0.76,0.72,0.6,16.837,20.55,14.83151079125721,376.23742955171485,0.29850201564055073
11910337,4,B,11910337_B,Saddle,0.678,1.91,270.3958,0.3482606,149.1642,0.62,0.65,0.7,10.408,22.25,7.162180084247271,246.4656163693425,0.29845588788030275
35827303,4,D,35827303_D,Saddle,1.082,3.33,250.6109,0.2625619,41.23613,0.65,0.65,0.7,29.385,22.21,8.66638436135868,195.7380135562968,0.298192690098697
1466591,4,D,1466591_D,Minimum,0.308,1.93,233.8837,0.3774109,-167.83,0.38,0.35,0.8,0.0,20.89,12.636072895849818,372.71807183700736,0.2981241812712897
45424495,2,A,45424495_A,Saddle,1.208,2.84,216.7704,0.3195785,-16.8406,0.67,0.66,0.7,46.701,21.27,12.279311678077176,184.28920980216688,0.29806020535293337
2384917,2,A,2384917_A,Minimum,0.368,1.62,185.7804,0.2090336,64.43587,0.39,0.37,0.8,0.0,22.39,6.310701028532893,335.9347170846359,0.29785483692223114
4310045,4,B,4310045_B,Minimum,0.458,1.62,182.81,0.5315123,-31.0929,0.39,0.37,0.8,0.884,20.35,14.698655316812694,298.59642885962154,0.29785015283596444
13543342,2,B,13543342_B,Saddle,0.714,2.17,293.0893,0.3704838,-114.7043,0.69,0.69,0.7,170.14,21.23,11.464267335164386,243.80451590131966,0.2978333620404022
36393468,2,A,36393468_A,Saddle,1.09,2.8,233.8837,0.4474301,143.1016,0.74,0.69,0.7,45.492,22.15,8.492587592617257,195.70702011585828,0.2978247855146988
14873127,4,B,14873127_B,Saddle,0.742,2.32,218.7762,0.2990579,141.3884,0.67,0.65,0.7,27.838,22.57,6.732430859599899,240.00110453631902,0.2978156126868336
45599247,4,C,45599247_C,Saddle,1.21,3.11,217.771,0.498201,-158.709,0.68,0.73,0.7,47.45,20.85,14.973419732146649,185.04315887143915,0.2976887103167819
18732764,4,B,18732764_B,Minimum,0.816,2.2,288.4032,0.4268924,-34.12532,0.39,0.39,0.9,14.739,21.21,11.615855896732963,226.2547142348303,0.297540834363727
34801727,2,B,34801727_B,Saddle,1.068,2.49,311.889,0.02700486,114.6068,0.69,0.72,0.7,0.0,20.87,13.937250565419582,195.5947662804963,0.2975109651050517
17323569,2,A,17323569_A,Minimum,0.79,1.46,236.592,0.3675583,55.43257,0.39,0.42,0.8,0.0,20.37,13.902863293387666,199.1494335000569,0.29738932681008595
7124777,4,A,7124777_A,Saddle,0.554,1.34,223.8721,0.4314279,95.59468,0.72,0.76,0.7,30.659,19.97,15.743895335122446,250.3340288108005,0.29737512689668283
79052435,2,B,79052435_B,Minimum,1.59,2.85,305.4921,0.1786617,71.47388,0.38,0.42,0.9,0.0,20.69,15.631478153249658,151.7317548393881,0.2973388789823223
8527229,2,B,8527229_B,Minimum,0.594,1.29,322.8494,0.2830097,-120.8998,0.36,0.46,0.9,0.0,21.33,8.791082934534847,233.6292590235481,0.2973286610871134
13641086,4,D,13641086_D,Saddle,0.716,3.64,266.6859,0.1507429,-128.8068,0.68,0.6,0.7,8.3,22.85,6.782539790547988,232.87887480246474,0.2972440668724152
16799645,4,C,16799645_C,Minimum,0.78,5.0,234.9633,0.2697157,40.73975,0.43,0.39,0.8,0.0,22.59,7.993767986511869,202.8139335959709,0.29719862339495584
20063416,4,B,20063416_B,Saddle,0.84,3.86,213.7962,0.7912633,-87.62648,0.76,0.72,0.6,20.759,20.21,20.506841512295317,214.12940834256014,0.2969870562366586
3737464,2,A,3737464_A,Minimum,0.434,0.86,208.9296,0.2853821,-83.39835,0.33,0.4,0.9,0.0,20.07,11.804560314849203,228.30242087961685,0.296985306109716
17857962,2,A,17857962_A,Saddle,0.8,2.69,220.8005,0.0970709,34.17319,0.64,0.67,0.7,0.0,22.57,7.053621373123016,231.14898018752672,0.296960300635996
26617563,2,B,26617563_B,Saddle,0.948,1.76,271.0192,0.4861447,170.5129,0.75,0.78,0.7,181.802,20.61,13.673901563445996,189.70304455985905,0.29680516894268744
